NAME,B19013_001E,B19301_001E,B17001_002E,state,county
"Ogle County, Illinois",75782,36436,4234,17,141
"Peoria County, Illinois",63409,38581,27284,17,143
"Perry County, Illinois",56338,27880,3257,17,145
"Piatt County, Illinois",81151,41429,1189,17,147
"Pike County, Illinois",55514,28895,1925,17,149
"Pope County, Illinois",57582,26251,678,17,151
"Pulaski County, Illinois",41038,22947,1271,17,153
"Putnam County, Illinois",75726,37218,492,17,155
"Randolph County, Illinois",63860,29832,3428,17,157
"Richland County, Illinois",61607,30975,2113,17,159
"Rock Island County, Illinois",64435,34233,21084,17,161
"St. Clair County, Illinois",68915,36010,34784,17,163
"Saline County, Illinois",51710,34340,4156,17,165
"Sangamon County, Illinois",71653,41387,24834,17,167
"Schuyler County, Illinois",63737,31679,1318,17,169
"Scott County, Illinois",70500,32891,531,17,171
"Shelby County, Illinois",65585,32085,2138,17,173
"Stark County, Illinois",58125,32618,657,17,175
"Stephenson County, Illinois",57527,32900,5829,17,177
"Tazewell County, Illinois",74606,38573,11195,17,179
"Union County, Illinois",54090,30171,3372,17,181
"Vermilion County, Illinois",52787,28933,12407,17,183
"Wabash County, Illinois",54074,33137,1483,17,185
"Warren County, Illinois",62700,32304,2346,17,187
"Washington County, Illinois",75111,38112,1082,17,189
"Wayne County, Illinois",53522,29124,2237,17,191
"White County, Illinois",54605,29977,2049,17,193
"Whiteside County, Illinois",62828,35366,6327,17,195
"Will County, Illinois",103678,44356,45737,17,197
"Williamson County, Illinois",60325,34810,8541,17,199
"Winnebago County, Illinois",61738,33474,45057,17,201
"Woodford County, Illinois",80093,41400,2788,17,203
"Adams County, Indiana",61731,26489,4040,18,001
"Allen County, Indiana",66222,35389,45562,18,003
"Bartholomew County, Indiana",76912,38950,9357,18,005
"Benton County, Indiana",58620,30372,1217,18,007
"Blackford County, Indiana",51108,29751,2019,18,009
"Boone County, Indiana",103038,54866,4050,18,011
"Brown County, Indiana",73933,40792,1246,18,013
"Carroll County, Indiana",61464,33222,1468,18,015
"Cass County, Indiana",55862,28391,5117,18,017
"Clark County, Indiana",69005,34946,11609,18,019
"Clay County, Indiana",68364,33430,2806,18,021
"Clinton County, Indiana",59515,28063,2877,18,023
"Crawford County, Indiana",46706,29114,2283,18,025
"Daviess County, Indiana",64113,28886,3150,18,027
"Dearborn County, Indiana",80352,36005,4230,18,029
"Decatur County, Indiana",71566,34430,2477,18,031
"DeKalb County, Indiana",68110,33164,4274,18,033
"Delaware County, Indiana",53377,28874,21600,18,035
"Dubois County, Indiana",68945,35226,4111,18,037
"Elkhart County, Indiana",63978,30708,24427,18,039
"Fayette County, Indiana",52219,27435,3761,18,041
"Floyd County, Indiana",75686,38949,7359,18,043
"Fountain County, Indiana",60559,30562,1965,18,045
"Franklin County, Indiana",75985,36246,1669,18,047
"Fulton County, Indiana",62644,32479,2977,18,049
"Gibson County, Indiana",64153,31602,3210,18,051
"Grant County, Indiana",53033,27725,11670,18,053
"Greene County, Indiana",57771,31155,4257,18,055
"Hamilton County, Indiana",114866,56943,14697,18,057
"Hancock County, Indiana",85262,42666,3889,18,059
"Harrison County, Indiana",71302,33773,2976,18,061
"Hendricks County, Indiana",95261,43651,8968,18,063
"Henry County, Indiana",57632,29421,6271,18,065
"Howard County, Indiana",62014,33391,9910,18,067
"Huntington County, Indiana",59894,32046,3923,18,069
"Jackson County, Indiana",65609,31743,5607,18,071
"Jasper County, Indiana",77777,35793,2427,18,073
"Jay County, Indiana",52231,27794,2725,18,075
"Jefferson County, Indiana",57801,30450,3979,18,077
"Jennings County, Indiana",66892,30254,3745,18,079
"Johnson County, Indiana",82730,40055,11886,18,081
"Knox County, Indiana",58173,33052,4520,18,083
"Kosciusko County, Indiana",70945,35297,7023,18,085
"LaGrange County, Indiana",81658,31404,2261,18,087
"Lake County, Indiana",66375,34458,72391,18,089
"LaPorte County, Indiana",66854,33048,15485,18,091
"Lawrence County, Indiana",64210,32149,4742,18,093
"Madison County, Indiana",60060,31556,17600,18,095
"Marion County, Indiana",59504,34796,146353,18,097
"Marshall County, Indiana",66016,32218,4919,18,099
"Martin County, Indiana",65489,31921,1372,18,101
"Miami County, Indiana",59551,28221,5306,18,103
"Monroe County, Indiana",60308,34750,25891,18,105
"Montgomery County, Indiana",62937,32975,4640,18,107
"Morgan County, Indiana",79134,37861,5994,18,109
"Newton County, Indiana",63673,30168,1718,18,111
"Noble County, Indiana",70286,31953,3366,18,113
"Ohio County, Indiana",66333,35310,592,18,115
"Orange County, Indiana",60775,30435,2852,18,117
"Owen County, Indiana",57947,31541,2568,18,119
"Parke County, Indiana",63393,29961,2366,18,121
"Perry County, Indiana",58936,29144,2143,18,123
"Pike County, Indiana",64182,31321,1321,18,125
"Porter County, Indiana",82915,40792,15779,18,127
"Posey County, Indiana",75594,37102,2490,18,129
"Pulaski County, Indiana",56823,30068,1566,18,131
"Putnam County, Indiana",70609,31015,2869,18,133
"Randolph County, Indiana",59674,30253,3134,18,135
"Ripley County, Indiana",70285,34578,2738,18,137
"Rush County, Indiana",62386,29735,1923,18,139
"St. Joseph County, Indiana",61877,34266,37546,18,141
"Scott County, Indiana",49343,26506,3705,18,143
"Shelby County, Indiana",66449,33909,5701,18,145
"Spencer County, Indiana",66168,34874,1415,18,147
"Starke County, Indiana",59916,28788,3144,18,149
"Steuben County, Indiana",68837,36648,3063,18,151
"Sullivan County, Indiana",54556,27792,2263,18,153
"Switzerland County, Indiana",66525,29202,1624,18,155
"Tippecanoe County, Indiana",55728,30608,32688,18,157
"Tipton County, Indiana",71947,34595,1821,18,159
"Union County, Indiana",68514,33377,418,18,161
"Vanderburgh County, Indiana",58839,33614,24763,18,163
"Vermillion County, Indiana",59567,30071,2263,18,165
"Vigo County, Indiana",52789,30240,19702,18,167
"Wabash County, Indiana",66194,32763,3194,18,169
"Warren County, Indiana",72833,38792,1045,18,171
"Warrick County, Indiana",91105,46734,3815,18,173
"Washington County, Indiana",60695,28963,3626,18,175
"Wayne County, Indiana",54854,29848,10246,18,177
"Wells County, Indiana",68074,33020,1748,18,179
"White County, Indiana",65345,32001,2109,18,181
"Whitley County, Indiana",73636,36515,3090,18,183
"Adair County, Iowa",63172,36118,736,19,001
"Adams County, Iowa",64750,39402,341,19,003
"Allamakee County, Iowa",64049,33214,1594,19,005
"Appanoose County, Iowa",50684,28109,2104,19,007
"Audubon County, Iowa",54973,33125,652,19,009
"Benton County, Iowa",79444,37926,2089,19,011
"Black Hawk County, Iowa",62329,35400,19808,19,013
"Boone County, Iowa",75759,38479,1956,19,015
"Bremer County, Iowa",84727,40912,1541,19,017
"Buchanan County, Iowa",73493,34579,1764,19,019
"Buena Vista County, Iowa",62662,31985,1391,19,021
"Butler County, Iowa",65743,33943,1669,19,023
"Calhoun County, Iowa",65614,34490,832,19,025
"Carroll County, Iowa",68041,36599,1587,19,027
"Cass County, Iowa",60815,36219,1973,19,029
"Cedar County, Iowa",76959,36808,1418,19,031
"Cerro Gordo County, Iowa",63149,38377,3929,19,033
"Cherokee County, Iowa",63638,35939,1506,19,035
"Chickasaw County, Iowa",72734,35432,740,19,037
"Clarke County, Iowa",63120,32003,1611,19,039
"Clay County, Iowa",61756,35787,1845,19,041
"Clayton County, Iowa",60441,34394,2194,19,043
"Clinton County, Iowa",61080,33979,5649,19,045
"Crawford County, Iowa",61188,30781,2759,19,047
"Dallas County, Iowa",99533,51347,5657,19,049
"Davis County, Iowa",77176,32889,843,19,051
"Decatur County, Iowa",56068,26334,1011,19,053
"Delaware County, Iowa",75896,40709,1152,19,055
"Des Moines County, Iowa",58084,35689,5557,19,057
"Dickinson County, Iowa",72446,45523,1086,19,059
"Dubuque County, Iowa",73495,38705,9479,19,061
"Emmet County, Iowa",64461,34657,1096,19,063
"Fayette County, Iowa",56043,31566,2232,19,065
"Floyd County, Iowa",62356,34900,1673,19,067
"Franklin County, Iowa",62214,30733,1353,19,069
"Fremont County, Iowa",69375,37236,489,19,071
"Greene County, Iowa",56884,32340,999,19,073
"Grundy County, Iowa",80701,38265,724,19,075
"Guthrie County, Iowa",75795,39571,1061,19,077
"Hamilton County, Iowa",66685,35822,1144,19,079
"Hancock County, Iowa",67865,35033,1046,19,081
"Hardin County, Iowa",64656,32181,1355,19,083
"Harrison County, Iowa",75830,36998,1092,19,085
"Henry County, Iowa",62365,30151,2125,19,087
"Howard County, Iowa",63947,32033,805,19,089
"Humboldt County, Iowa",66617,35837,1267,19,091
"Ida County, Iowa",63125,35708,785,19,093
"Iowa County, Iowa",69787,40182,1490,19,095
"Jackson County, Iowa",69709,34739,1967,19,097
"Jasper County, Iowa",67784,35346,3183,19,099
"Jefferson County, Iowa",52210,36111,2074,19,101
"Johnson County, Iowa",72977,42175,24647,19,103
"Jones County, Iowa",68781,33996,2218,19,105
"Keokuk County, Iowa",60016,32747,1207,19,107
"Kossuth County, Iowa",62553,34723,1514,19,109
"Lee County, Iowa",58094,32465,4092,19,111
"Linn County, Iowa",75457,41446,21239,19,113
"Louisa County, Iowa",72500,33296,1072,19,115
"Lucas County, Iowa",63405,32575,1422,19,117
"Lyon County, Iowa",73735,33428,459,19,119
"Madison County, Iowa",88110,39442,1007,19,121
"Mahaska County, Iowa",65200,33812,2552,19,123
"Marion County, Iowa",74193,38168,2438,19,125
"Marshall County, Iowa",70828,31486,4294,19,127
"Mills County, Iowa",81907,40709,996,19,129
"Mitchell County, Iowa",66056,36006,688,19,131
"Monona County, Iowa",59897,33080,1040,19,133
"Monroe County, Iowa",76324,35392,805,19,135
"Montgomery County, Iowa",61261,36122,1461,19,137
"Muscatine County, Iowa",67427,34055,4937,19,139
"O'Brien County, Iowa",65076,32460,1683,19,141
"Osceola County, Iowa",67561,35657,760,19,143
"Page County, Iowa",58264,32886,1918,19,145
"Palo Alto County, Iowa",67306,33517,913,19,147
"Plymouth County, Iowa",79963,40150,1433,19,149
"Pocahontas County, Iowa",61434,33918,626,19,151
"Polk County, Iowa",78827,41894,50072,19,153
"Pottawattamie County, Iowa",68718,34701,10317,19,155
"Poweshiek County, Iowa",61192,37527,1828,19,157
"Ringgold County, Iowa",67898,34138,369,19,159
"Sac County, Iowa",68778,38596,831,19,161
"Scott County, Iowa",72792,40926,20277,19,163
"Shelby County, Iowa",70295,38664,1011,19,165
"Sioux County, Iowa",81914,34914,2039,19,167
"Story County, Iowa",66197,35704,16953,19,169
"Tama County, Iowa",65483,33046,2513,19,171
"Taylor County, Iowa",65926,33092,496,19,173
"Union County, Iowa",56495,30966,1401,19,175
"Van Buren County, Iowa",58417,32188,788,19,177
"Wapello County, Iowa",56209,30025,6001,19,179
"Warren County, Iowa",89741,41279,3135,19,181
"Washington County, Iowa",71122,35451,1655,19,183
"Wayne County, Iowa",58257,32524,847,19,185
"Webster County, Iowa",65335,33836,4151,19,187
"Winnebago County, Iowa",62853,34966,779,19,189
"Winneshiek County, Iowa",67770,37561,1601,19,191
"Woodbury County, Iowa",68399,33080,13876,19,193
"Worth County, Iowa",69897,36585,537,19,195
"Wright County, Iowa",58240,33964,1810,19,197
"Allen County, Kansas",55059,27155,1841,20,001
"Anderson County, Kansas",67651,29665,1004,20,003
"Atchison County, Kansas",55281,27644,2149,20,005
"Barber County, Kansas",53774,32879,809,20,007
"Barton County, Kansas",54634,31516,3592,20,009
"Bourbon County, Kansas",55826,29328,1785,20,011
"Brown County, Kansas",55876,29646,1347,20,013
"Butler County, Kansas",77724,35209,5088,20,015
"Chase County, Kansas",52481,32022,216,20,017
"Chautauqua County, Kansas",51210,28267,587,20,019
"Cherokee County, Kansas",53382,26832,2615,20,021
"Cheyenne County, Kansas",52730,34829,392,20,023
"Clark County, Kansas",58287,30253,220,20,025
"Clay County, Kansas",57765,32628,899,20,027
"Cloud County, Kansas",51197,28318,1024,20,029
"Coffey County, Kansas",67645,35984,923,20,031
"Comanche County, Kansas",49754,30989,152,20,033
"Cowley County, Kansas",55726,29977,4519,20,035
"Crawford County, Kansas",49779,28530,7742,20,037
"Decatur County, Kansas",49412,33767,329,20,039
"Dickinson County, Kansas",62971,35615,1601,20,041
"Doniphan County, Kansas",66358,31314,768,20,043
"Douglas County, Kansas",66153,37261,18017,20,045
"Edwards County, Kansas",52750,31368,378,20,047
"Elk County, Kansas",50000,28159,362,20,049
"Ellis County, Kansas",59665,37217,4223,20,051
"Ellsworth County, Kansas",59844,29968,471,20,053
"Finney County, Kansas",68481,29805,4791,20,055
"Ford County, Kansas",67997,28502,3959,20,057
"Franklin County, Kansas",68217,32997,2100,20,059
"Geary County, Kansas",57992,27030,6544,20,061
"Gove County, Kansas",59417,33295,173,20,063
"Graham County, Kansas",47071,30222,238,20,065
"Grant County, Kansas",84808,36280,387,20,067
"Gray County, Kansas",74500,34339,228,20,069
"Greeley County, Kansas",69948,36078,101,20,071
"Greenwood County, Kansas",51812,34862,903,20,073
"Hamilton County, Kansas",58750,28145,198,20,075
"Harper County, Kansas",53032,26970,825,20,077
"Harvey County, Kansas",70685,33965,3163,20,079
"Haskell County, Kansas",66458,32908,332,20,081
"Hodgeman County, Kansas",63125,33911,152,20,083
"Jackson County, Kansas",70385,32499,1036,20,085
"Jefferson County, Kansas",74562,38535,1096,20,087
"Jewell County, Kansas",47109,32759,543,20,089
"Johnson County, Kansas",103644,56364,31858,20,091
"Kearny County, Kansas",68750,29465,607,20,093
"Kingman County, Kansas",59640,33453,570,20,095
"Kiowa County, Kansas",70347,35199,116,20,097
"Labette County, Kansas",56143,29585,2988,20,099
"Lane County, Kansas",52222,35779,137,20,101
"Leavenworth County, Kansas",84307,37482,7711,20,103
"Lincoln County, Kansas",52540,31383,368,20,105
"Linn County, Kansas",56697,34053,1105,20,107
"Logan County, Kansas",70382,38363,269,20,109
"Lyon County, Kansas",56415,29425,5034,20,111
"McPherson County, Kansas",71250,34116,3020,20,113
"Marion County, Kansas",60011,33087,970,20,115
"Marshall County, Kansas",64306,36854,1036,20,117
"Meade County, Kansas",74063,47644,276,20,119
"Miami County, Kansas",85564,40169,2347,20,121
"Mitchell County, Kansas",63008,35258,854,20,123
"Montgomery County, Kansas",51513,28270,5146,20,125
"Morris County, Kansas",52866,32462,582,20,127
"Morton County, Kansas",57943,27423,345,20,129
"Nemaha County, Kansas",72788,36959,863,20,131
"Neosho County, Kansas",54894,29850,2286,20,133
"Ness County, Kansas",64907,39978,276,20,135
"Norton County, Kansas",52710,28514,420,20,137
"Osage County, Kansas",66155,32120,1726,20,139
"Osborne County, Kansas",58750,34669,454,20,141
"Ottawa County, Kansas",74551,34893,589,20,143
"Pawnee County, Kansas",54141,32542,642,20,145
"Phillips County, Kansas",57611,34396,799,20,147
"Pottawatomie County, Kansas",85241,35715,1821,20,149
"Pratt County, Kansas",61685,31949,1005,20,151
"Rawlins County, Kansas",61827,33003,274,20,153
"Reno County, Kansas",57390,31695,7243,20,155
"Republic County, Kansas",54531,31626,465,20,157
"Rice County, Kansas",58523,32074,854,20,159
"Riley County, Kansas",56327,33147,13920,20,161
"Rooks County, Kansas",60821,33751,218,20,163
"Rush County, Kansas",53523,37166,368,20,165
"Russell County, Kansas",49929,30680,1143,20,167
"Saline County, Kansas",59887,32504,6293,20,169
"Scott County, Kansas",53365,29999,379,20,171
"Sedgwick County, Kansas",65372,35338,70351,20,173
"Seward County, Kansas",57131,25391,2918,20,175
"Shawnee County, Kansas",63463,36011,22395,20,177
"Sheridan County, Kansas",66719,41462,186,20,179
"Sherman County, Kansas",61404,37930,590,20,181
"Smith County, Kansas",50943,33881,256,20,183
"Stafford County, Kansas",60000,32921,436,20,185
"Stanton County, Kansas",66000,39063,268,20,187
"Stevens County, Kansas",67950,25674,816,20,189
"Sumner County, Kansas",59397,31072,2553,20,191
"Thomas County, Kansas",72417,37610,489,20,193
"Trego County, Kansas",77500,42029,198,20,195
"Wabaunsee County, Kansas",70000,34243,402,20,197
"Wallace County, Kansas",57708,34406,228,20,199
"Washington County, Kansas",59432,32781,538,20,201
"Wichita County, Kansas",69551,36589,315,20,203
"Wilson County, Kansas",55439,32008,1387,20,205
"Woodson County, Kansas",50670,28380,408,20,207
"Wyandotte County, Kansas",57771,27534,27937,20,209
"Adair County, Kentucky",49690,26098,3490,21,001
"Allen County, Kentucky",57159,28307,3381,21,003
"Anderson County, Kentucky",69885,33513,3160,21,005
"Ballard County, Kentucky",57111,31315,1085,21,007
"Barren County, Kentucky",48141,27732,9187,21,009
"Bath County, Kentucky",51471,27018,2916,21,011
"Bell County, Kentucky",33658,19262,6153,21,013
"Boone County, Kentucky",91697,41281,7725,21,015
"Bourbon County, Kentucky",54580,30123,3015,21,017
"Boyd County, Kentucky",58327,30993,8071,21,019
"Boyle County, Kentucky",56568,29955,4154,21,021
"Bracken County, Kentucky",59911,29164,1410,21,023
"Breathitt County, Kentucky",38209,21985,3801,21,025
"Breckinridge County, Kentucky",51756,27733,4734,21,027
"Bullitt County, Kentucky",73900,34362,8667,21,029
"Butler County, Kentucky",47589,23862,2367,21,031
"Caldwell County, Kentucky",52488,31255,2024,21,033
"Calloway County, Kentucky",48276,27850,6405,21,035
"Campbell County, Kentucky",71979,42846,10536,21,037
"Carlisle County, Kentucky",53065,31403,949,21,039
"Carroll County, Kentucky",50625,27858,2140,21,041
"Carter County, Kentucky",47004,24949,6195,21,043
"Casey County, Kentucky",42190,22970,4059,21,045
"Christian County, Kentucky",48920,25973,11227,21,047
"Clark County, Kentucky",61878,36028,5451,21,049
"Clay County, Kentucky",37888,19579,5891,21,051
"Clinton County, Kentucky",41180,23905,1850,21,053
"Crittenden County, Kentucky",45810,28035,1560,21,055
"Cumberland County, Kentucky",40515,22668,1658,21,057
"Daviess County, Kentucky",64021,33599,13990,21,059
"Edmonson County, Kentucky",53029,26781,2035,21,061
"Elliott County, Kentucky",39469,17242,1492,21,063
"Estill County, Kentucky",39980,21880,3353,21,065
"Fayette County, Kentucky",66087,40953,46179,21,067
"Fleming County, Kentucky",46885,26230,3167,21,069
"Floyd County, Kentucky",38723,22179,10254,21,071
"Franklin County, Kentucky",62929,38104,6596,21,073
"Fulton County, Kentucky",35449,19960,1633,21,075
"Gallatin County, Kentucky",58641,27398,1445,21,077
"Garrard County, Kentucky",58263,30728,2657,21,079
"Grant County, Kentucky",65461,29113,3157,21,081
"Graves County, Kentucky",52526,28978,7141,21,083
"Grayson County, Kentucky",47024,25565,5462,21,085
"Green County, Kentucky",38595,24090,2356,21,087
"Greenup County, Kentucky",58562,32070,5323,21,089
"Hancock County, Kentucky",68102,30579,1345,21,091
"Hardin County, Kentucky",64136,35226,12401,21,093
"Harlan County, Kentucky",35128,20511,7799,21,095
"Harrison County, Kentucky",58840,29748,2925,21,097
"Hart County, Kentucky",45561,23837,4259,21,099
"Henderson County, Kentucky",56912,30949,7431,21,101
"Henry County, Kentucky",58294,28842,2534,21,103
"Hickman County, Kentucky",68589,38895,726,21,105
"Hopkins County, Kentucky",54466,27878,8424,21,107
"Jackson County, Kentucky",38516,21876,2905,21,109
"Jefferson County, Kentucky",66296,39994,107897,21,111
"Jessamine County, Kentucky",69905,37703,6254,21,113
"Johnson County, Kentucky",44231,22931,4728,21,115
"Kenton County, Kentucky",76016,40780,19922,21,117
"Knott County, Kentucky",38336,20536,3798,21,119
"Knox County, Kentucky",34254,20658,10030,21,121
"Larue County, Kentucky",57867,28038,2760,21,123
"Laurel County, Kentucky",53693,26829,12608,21,125
"Lawrence County, Kentucky",42488,21163,4236,21,127
"Lee County, Kentucky",31682,18651,2082,21,129
"Leslie County, Kentucky",37019,18739,3381,21,131
"Letcher County, Kentucky",38466,23522,6082,21,133
"Lewis County, Kentucky",36662,20579,3428,21,135
"Lincoln County, Kentucky",49487,25972,4150,21,137
"Livingston County, Kentucky",56125,31024,1503,21,139
"Logan County, Kentucky",58869,27741,4268,21,141
"Lyon County, Kentucky",64081,30441,724,21,143
"McCracken County, Kentucky",58490,36401,10045,21,145
"McCreary County, Kentucky",35000,17450,5147,21,147
"McLean County, Kentucky",64020,32382,721,21,149
"Madison County, Kentucky",59797,31290,14057,21,151
"Magoffin County, Kentucky",31927,19582,3503,21,153
"Marion County, Kentucky",49627,25133,4180,21,155
"Marshall County, Kentucky",64597,32853,3744,21,157
"Martin County, Kentucky",45265,21276,2357,21,159
"Mason County, Kentucky",48460,33842,3142,21,161
"Meade County, Kentucky",68518,34781,3925,21,163
"Menifee County, Kentucky",43797,22682,1643,21,165
"Mercer County, Kentucky",60728,30424,2515,21,167
"Metcalfe County, Kentucky",46932,23380,2447,21,169
"Monroe County, Kentucky",47252,26549,2334,21,171
"Montgomery County, Kentucky",53436,26423,4525,21,173
"Morgan County, Kentucky",46018,23257,2494,21,175
"Muhlenberg County, Kentucky",50935,31621,4840,21,177
"Nelson County, Kentucky",66212,33585,4051,21,179
"Nicholas County, Kentucky",57539,24714,1215,21,181
"Ohio County, Kentucky",52474,26712,3263,21,183
"Oldham County, Kentucky",117334,50534,2561,21,185
"Owen County, Kentucky",56485,28446,1571,21,187
"Owsley County, Kentucky",32844,19405,1114,21,189
"Pendleton County, Kentucky",58723,28919,2550,21,191
"Perry County, Kentucky",45330,27913,6521,21,193
"Pike County, Kentucky",41271,25153,13607,21,195
"Powell County, Kentucky",38415,23336,2680,21,197
"Pulaski County, Kentucky",48768,29215,13636,21,199
"Robertson County, Kentucky",53798,24146,450,21,201
"Rockcastle County, Kentucky",45693,26640,3693,21,203
"Rowan County, Kentucky",50038,28578,5366,21,205
"Russell County, Kentucky",48220,25790,3803,21,207
"Scott County, Kentucky",80782,38391,5173,21,209
"Shelby County, Kentucky",81012,37918,3706,21,211
"Simpson County, Kentucky",55907,27951,2694,21,213
"Spencer County, Kentucky",101118,39997,1607,21,215
"Taylor County, Kentucky",63211,29899,3551,21,217
"Todd County, Kentucky",57891,30252,2548,21,219
"Trigg County, Kentucky",55864,30172,2556,21,221
"Trimble County, Kentucky",66492,28958,1147,21,223
"Union County, Kentucky",58260,28196,2487,21,225
"Warren County, Kentucky",63074,34201,22132,21,227
"Washington County, Kentucky",65456,30217,1657,21,229
"Wayne County, Kentucky",41583,27016,4898,21,231
"Webster County, Kentucky",55451,25177,2022,21,233
"Whitley County, Kentucky",44332,22310,8189,21,235
"Wolfe County, Kentucky",28666,14727,2362,21,237
"Woodford County, Kentucky",78295,38567,2228,21,239
"Acadia Parish, Louisiana",44977,25731,13459,22,001
"Allen Parish, Louisiana",52755,23971,3711,22,003
"Ascension Parish, Louisiana",93800,41355,12453,22,005
"Assumption Parish, Louisiana",47023,28758,3354,22,007
"Avoyelles Parish, Louisiana",38696,23597,10160,22,009
"Beauregard Parish, Louisiana",68525,33582,4765,22,011
"Bienville Parish, Louisiana",34268,22269,3928,22,013
"Bossier Parish, Louisiana",64598,33873,21074,22,015
"Caddo Parish, Louisiana",47572,31612,50825,22,017
"Calcasieu Parish, Louisiana",64370,33486,35580,22,019
"Caldwell Parish, Louisiana",45707,28491,2327,22,021
"Cameron Parish, Louisiana",69847,33858,669,22,023
"Catahoula Parish, Louisiana",48259,24910,1873,22,025
"Claiborne Parish, Louisiana",32034,18721,4005,22,027
"Concordia Parish, Louisiana",38929,21941,5864,22,029
"De Soto Parish, Louisiana",49807,28772,5381,22,031
"East Baton Rouge Parish, Louisiana",62083,37540,78833,22,033
"East Carroll Parish, Louisiana",30856,19646,2216,22,035
"East Feliciana Parish, Louisiana",64709,32720,2441,22,037
"Evangeline Parish, Louisiana",34526,21877,8576,22,039
"Franklin Parish, Louisiana",41129,23658,4884,22,041
"Grant Parish, Louisiana",57362,25077,2855,22,043
"Iberia Parish, Louisiana",55190,28315,15953,22,045
"Iberville Parish, Louisiana",59410,28538,4597,22,047
"Jackson Parish, Louisiana",40406,22804,3706,22,049
"Jefferson Parish, Louisiana",63257,35720,66951,22,051
"Jefferson Davis Parish, Louisiana",52470,30081,5074,22,053
"Lafayette Parish, Louisiana",66617,38161,40006,22,055
"Lafourche Parish, Louisiana",61381,32716,15695,22,057
"LaSalle Parish, Louisiana",59926,29769,2081,22,059
"Lincoln Parish, Louisiana",37001,24411,13210,22,061
"Livingston Parish, Louisiana",77978,34237,16496,22,063
"Madison Parish, Louisiana",34508,18314,3223,22,065
"Morehouse Parish, Louisiana",37875,22534,7067,22,067
"Natchitoches Parish, Louisiana",41310,25302,9184,22,069
"Orleans Parish, Louisiana",51116,37013,84133,22,071
"Ouachita Parish, Louisiana",49261,29670,36050,22,073
"Plaquemines Parish, Louisiana",77996,35413,3379,22,075
"Pointe Coupee Parish, Louisiana",53045,31595,3922,22,077
"Rapides Parish, Louisiana",55407,31010,23102,22,079
"Red River Parish, Louisiana",43821,23162,1800,22,081
"Richland Parish, Louisiana",48125,25285,4591,22,083
"Sabine Parish, Louisiana",40777,24911,5237,22,085
"St. Bernard Parish, Louisiana",55857,28451,9840,22,087
"St. Charles Parish, Louisiana",79191,38220,5249,22,089
"St. Helena Parish, Louisiana",46402,24660,2942,22,091
"St. James Parish, Louisiana",62946,33616,2282,22,093
"St. John the Baptist Parish, Louisiana",65114,30643,5830,22,095
"St. Landry Parish, Louisiana",44478,24413,22276,22,097
"St. Martin Parish, Louisiana",50806,28679,9019,22,099
"St. Mary Parish, Louisiana",47322,26949,10623,22,101
"St. Tammany Parish, Louisiana",76914,40393,30682,22,103
"Tangipahoa Parish, Louisiana",55274,29192,24896,22,105
"Tensas Parish, Louisiana",35653,21019,1403,22,107
"Terrebonne Parish, Louisiana",63088,32143,17532,22,109
"Union Parish, Louisiana",47068,28575,5507,22,111
"Vermilion Parish, Louisiana",56194,29293,10909,22,113
"Vernon Parish, Louisiana",56547,28797,8390,22,115
"Washington Parish, Louisiana",41803,24287,10294,22,117
"Webster Parish, Louisiana",34263,22706,9888,22,119
"West Baton Rouge Parish, Louisiana",80510,33445,3922,22,121
"West Carroll Parish, Louisiana",45035,25949,1827,22,123
"West Feliciana Parish, Louisiana",71985,30055,1676,22,125
"Winn Parish, Louisiana",44922,25617,2361,22,127
"Androscoggin County, Maine",64500,34273,13334,23,001
"Aroostook County, Maine",50843,31001,9755,23,003
"Cumberland County, Maine",87710,51405,21265,23,005
"Franklin County, Maine",56890,33161,3477,23,007
"Hancock County, Maine",64149,38785,5949,23,009
"Kennebec County, Maine",62118,36009,14938,23,011
"Knox County, Maine",68904,39379,3892,23,013
"Lincoln County, Maine",69638,43436,3182,23,015
"Oxford County, Maine",54780,30884,8259,23,017
"Penobscot County, Maine",59438,34423,19608,23,019
"Piscataquis County, Maine",51805,32843,2479,23,021
"Sagadahoc County, Maine",77591,40950,3979,23,023
"Somerset County, Maine",53527,31348,8331,23,025
"Waldo County, Maine",62694,35677,5035,23,027
"Washington County, Maine",51669,30731,5276,23,029
"York County, Maine",79743,42053,16732,23,031
"Allegany County, Maryland",55248,29343,9692,24,001
"Anne Arundel County, Maryland",116009,56187,33687,24,003
"Baltimore County, Maryland",88157,46603,84846,24,005
"Calvert County, Maryland",128078,54038,3959,24,009
"Caroline County, Maryland",65326,34655,4228,24,011
"Carroll County, Maryland",111672,49434,8646,24,013
"Cecil County, Maryland",86869,40520,10341,24,015
"Charles County, Maryland",116882,47977,9729,24,017
"Dorchester County, Maryland",57490,33950,4951,24,019
"Frederick County, Maryland",115724,51169,16599,24,021
"Garrett County, Maryland",64447,41130,3123,24,023
"Harford County, Maryland",106417,48615,18524,24,025
"Howard County, Maryland",140971,63441,17671,24,027
"Kent County, Maryland",71635,44283,1693,24,029
"Montgomery County, Maryland",125583,64126,75205,24,031
"Prince George's County, Maryland",97935,43833,89651,24,033
"Queen Anne's County, Maryland",108332,52652,3419,24,035
"St. Mary's County, Maryland",113668,49755,8456,24,037
"Somerset County, Maryland",52149,24176,3922,24,039
"Talbot County, Maryland",81667,52555,3460,24,041
"Washington County, Maryland",73017,36528,18137,24,043
